session_id,timestamp,entity_type,energy,energy_rank
126,0,1630443609231,0.536178417303133,1
126,1,1630443588867,0.9551319817369843,1
126,2,1630443590718,1.4284266059504278,1
126,3,1630443696530,0.13668642437699915,1
126,0,1630443614316,0.47170262033491217,2
126,1,1630443588696,0.9517285574725199,2
126,2,1630443588923,1.4070479845850452,2
126,3,1630443696056,0.13668616925362229,2
126,0,1630443612993,0.4564820648139896,3
126,1,1630443590657,0.9415229564565585,3
126,2,1630443588724,1.3952453883643394,3
126,0,1630443617111,0.45187208310036364,4
126,1,1630443590627,0.9400979202878501,4
126,2,1630443588950,1.3912813985308692,4
126,0,1630443610928,0.44620929903013185,5
126,1,1630443590563,0.9364226539779682,5
126,2,1630443587191,1.372353986567269,5
126,0,1630443613261,0.4110537254656266,6
126,1,1630443590748,0.9337439980309783,6
126,2,1630443590596,1.332576253871848,6
126,0,1630443616069,0.3745516151580033,7
126,1,1630443589004,0.9312333307392018,7
126,2,1630443587345,1.3091412874982715,7
126,0,1630443613588,0.35012808788355887,8
126,1,1630443590502,0.9302829375338555,8
126,2,1630443590533,1.2501810202201258,8
126,0,1630443610423,0.3340052879686311,9
126,1,1630443589030,0.9275543786281956,9
126,2,1630443539049,1.2309865448846196,9
126,0,1630443616655,0.2653566595510842,10
126,1,1630443589062,0.9236599826404667,10
126,2,1630443589149,1.2278939450375628,10
126,0,1630443609929,0.2497778774726229,11
126,1,1630443590441,0.9223451524778412,11
126,2,1630443538937,1.224918961607578,11
126,0,1630443611325,0.2242793033437314,12
126,1,1630443589089,0.9203883547275175,12
126,2,1630443585839,1.2199853909156488,12
126,0,1630443619109,0.19972590362206677,13
126,1,1630443590408,0.9172476932362045,13
126,2,1630443538878,1.2143722464897844,13
126,0,1630443598839,0.19417233049876964,14
126,1,1630443589177,0.9120643656409123,14
126,2,1630443586075,1.2125388708641425,14
126,0,1630443614854,0.18901342298574775,15
126,1,1630443590858,0.9119468929730231,15
126,2,1630443538849,1.2111086669464355,15
126,0,1630443651777,0.18547276856744127,16
126,1,1630443589236,0.9103785599709793,16
126,2,1630443587037,1.2034343768505615,16
126,0,1630443652821,0.1373804613606494,17
126,1,1630443590378,0.9103279068235457,17
126,2,1630443539160,1.1863059619768146,17
126,0,1630443633438,0.1114128536189493,18
126,1,1630443588420,0.9101633494639921,18
126,2,1630443588549,1.1856619039432061,18
126,0,1630443634352,0.09396984525414273,19
126,1,1630443589264,0.9100851399076602,19
126,2,1630443587498,1.1317222299304892,19
126,0,1630443665543,0.0701628630965659,20
126,1,1630443589331,0.9069283667949857,20
126,2,1630443539216,1.1082339058739925,20
126,0,1630443673866,0.0628404472799636,21
126,1,1630443589361,0.904449326067048,21
126,2,1630443591142,1.1065591090694968,21
126,0,1630443654271,0.06214258581218452,22
126,1,1630443589388,0.8996727923110557,22
126,2,1630443586175,1.0949891292048106,22
126,0,1630443672151,0.0587235547427595,23
126,1,1630443590940,0.8993801392754145,23
126,2,1630443584965,1.0864243823767599,23
126,0,1630443659977,0.05847209310931648,24
126,1,1630443590315,0.8979612027442744,24
126,2,1630443584889,1.0796806943328692,24
126,0,1630443631235,0.05210071542637538,25
126,1,1630443590969,0.8942665461015794,25
126,2,1630443585008,1.0733693647746272,25
126,0,1630443565688,0.05034064202426217,26
126,1,1630443587284,0.893716304853816,26
126,2,1630443591171,1.0620572976607454,26
126,0,1630443658808,0.05011063967444899,27
126,1,1630443587313,0.8894740297111996,27
126,2,1630443539850,1.0573859801974503,27
126,0,1630443635599,0.04700809870486705,28
126,1,1630443590284,0.8893408953250196,28
126,2,1630443539820,1.0404577915930517,28
126,0,1630443663323,0.045613160885187326,29
126,1,1630443591027,0.8872869880690638,29
126,2,1630443538621,1.0295661064711241,29
126,0,1630443548000,0.0406806927087859,30
126,1,1630443589446,0.8858801602719043,30
126,2,1630443557763,1.0273418124187397,30
126,0,1630443547928,0.03975760698256963,31
126,1,1630443591055,0.8843014541888258,31
126,2,1630443557530,1.0267350086302198,31
126,0,1630443548024,0.03910159911994527,32
126,1,1630443587069,0.883666997845834,32
126,2,1630443557498,1.0250189115675437,32
126,0,1630443548048,0.038553353491527734,33
126,1,1630443588360,0.8827976698598875,33
126,2,1630443557469,1.0225888901861964,33
126,0,1630443547952,0.03800199273281681,34
126,1,1630443591082,0.8814337064979344,34
126,2,1630443557886,1.0207982270150657,34
126,0,1630443547977,0.036873392453094525,35
126,1,1630443587374,0.8812921861933005,35
126,2,1630443557914,1.019246553042376,35
126,0,1630443547830,0.03626286595701767,36
126,1,1630443590251,0.8810483939865423,36
126,2,1630443584819,1.0173039277107172,36
126,0,1630443547905,0.03513722367596152,37
126,1,1630443591235,0.8803428696778706,37
